Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Poland,POL,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,189022.849,194941.387,202425.734,215648.936,224823.77,225777.19,229121.494,232858.167,244533.895,258380.487,261699.122,268046.699,281174.559,281405.58,289168.619,310283.205,327452.099,342156.769,352127.342,359134.979,381210.319,336725.942,350022.484,351030.909,366450.644,379332.815,383377.516,395056.911,377873.349,356216.047,307554.957,302131.464,294573.777,290969.116,268516.075,274287.933,280562.17,272707.456,247229.14,236198.804,219147.254,218993.24,214050.124,217687.788,214171.135,211164.195,223001.271,215854.288,213430.401,200049.518,213529.41,211893.928,197005.908,206584.112,191395.398,187838.408,191399.065,,,,,
Pre-demographic dividend,PRE,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,22079.007,24469.891,28356.911,30344.425,33168.015,41979.816,45298.451,49871.2,55943.752,60538.503,69053.277,103064.702,84766.372,92184.713,95664.696,100695.82,103266.387,106687.698,99342.697,100164.105,103266.387,103163.711,105411.582,113427.644,122364.123,131428.947,142041.245,156870.593,181857.531,192308.481,107864.805,104637.845,91106.615,83537.927,76849.319,70395.399,60454.162,59339.394,53530.866,59929.781,64227.505,66163.681,63072.4,64586.871,66119.677,69856.35,71627.511,58543.655,65246.931,48573.082,45166.439,31129.163,32628.966,21774.646,25404.976,19094.069,21690.305,,,,,
Portugal,PRT,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,2365.215,2742.916,2610.904,2944.601,3190.29,3193.957,3245.295,2841.925,2588.902,2731.915,3010.607,2343.213,1642.816,2148.862,1785.829,1639.149,1316.453,1254.114,1690.487,1683.153,1628.148,1426.463,1210.11,1606.146,1591.478,2867.594,5471.164,6956.299,7920.72,9570.87,10355.608,11056.005,11210.019,12020.426,12669.485,13538.564,12977.513,13281.874,11785.738,14389.308,14363.639,12185.441,13182.865,12449.465,12885.838,12772.161,12438.464,10942.328,9710.216,10751.644,6303.573,8379.095,11133.012,10051.247,10164.924,12357.79,10795.648,,,,,
Paraguay,PRY,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.667,3.667,0,0,11.001,3.667,,,,,
West Bank and Gaza,PSE,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
French Polynesia,PYF,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Qatar,QAT,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Romania,ROU,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,15203.382,15969.785,18632.027,19966.815,20971.573,22306.361,24275.54,26468.406,29915.386,33949.086,32742.643,33010.334,35452.556,39970.3,41792.799,44026.002,43871.988,44748.401,50234.233,54044.246,53545.534,58730.672,56607.479,66361.699,66790.738,70861.108,71147.134,75375.185,81968.451,83640.603,47876.352,38411.825,41913.81,36695.669,38078.128,38628.178,37953.45,34077.431,27924.205,26761.766,29167.318,31638.876,32779.313,34495.469,34693.487,34792.496,38074.461,39698.942,36670,29699.033,27462.163,32236.597,29853.047,22563.051,22464.042,23362.457,20773.555,,,,,
Russian Federation,RUS,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,972030.025,957483.036,953082.636,990090,1021365.843,1057489.46,1094214.465,1103466.306,1092692.66,1108618.441,1181819.095,1206578.679,1243648.382,1257021.931,1260358.901,1298910.072,1334560.646,1356797.334,1349569.677,1352217.251,1425095.209,1293772.605,1312199.28,1304142.881,1297853.976,1478882.765,1520825.911,1525020.959,1543014.928,1466774.331,1235885.343,1102754.908,616584.048,550717.394,517087.337,498000.602,503999.814,453560.229,427652.874,459244.079,464322.874,446673.603,448158.738,449801.554,438092.823,433637.418,449379.849,428719.971,453912.261,368599.506,394580.201,400502.406,456845.861,421646.328,404847.801,453090.853,441708.485,,,,,
Rwanda,RWA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,7.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Saudi Arabia,SAU,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Sudan,SDN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,33.003,44.004,25.669,51.338,0,18.335,3.667,3.667,3.667,3.667,3.667,3.667,0,3.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Senegal,SEN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.358,282.359,370.367,370.367,447.374,707.731,597.721,740.734,674.728,942.419,817.741,821.408,1133.103,1422.796,1730.824,,,,,
Singapore,SGP,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,11.001,7.334,29.336,22.002,22.002,11.001,14.668,7.334,22.002,7.334,11.001,14.668,11.001,14.668,18.335,3.667,11.001,14.668,14.668,3.667,11.001,18.335,7.334,11.001,22.002,44.004,25.669,40.337,47.671,44.004,77.007,44.004,66.006,73.34,88.008,40.337,0,0,0,0,0,0,0,33.003,40.337,11.001,14.668,25.669,18.335,14.668,25.669,25.669,102.676,1136.77,1675.819,1752.826,1833.5,,,,,
Solomon Islands,SLB,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Sierra Leone,SLE,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,29.336,29.336,44.004,14.668,0,11.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
El Salvador,SLV,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,0,0,0,0,0,0,0,0,0,0,,,,,
San Marino,SMR,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Serbia,SRB,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40098.645,40021.638,35518.562,31495.863,30846.804,34304.785,30139.073,31312.513,24645.907,30593.781,31092.493,,,,,
South Sudan,SSD,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,
Sao Tome and Principe,STP,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Suriname,SUR,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,14.668,22.002,51.338,44.004,66.006,69.673,80.674,84.341,84.341,91.675,95.342,88.008,80.674,80.674,77.007,77.007,69.673,55.005,44.004,44.004,29.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Slovak Republic,SVK,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23813.498,23707.155,20967.906,20894.566,20366.518,19431.433,18092.978,17564.93,16307.149,16967.209,16409.825,17638.27,17308.24,16332.818,17396.248,15423.402,15573.749,15005.364,15196.048,14374.64,13457.89,13410.219,13289.208,12753.826,13164.53,,,,,
Slovenia,SVN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5922.205,5636.179,5251.144,5445.495,5023.79,5551.838,5636.179,5269.479,5152.135,5621.511,6186.229,5859.866,6101.888,6054.217,6204.564,6285.238,6175.228,5577.507,5606.843,5760.857,5551.838,5284.147,4140.043,4231.718,3850.35,,,,,
Sweden,SWE,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,10124.587,9394.854,8683.456,8808.134,8760.463,7873.049,7572.355,7546.686,6622.602,6475.922,6992.969,6321.908,5427.16,5808.528,5786.526,7091.978,6582.265,5379.489,5672.849,6882.959,6413.583,5467.497,6736.279,7854.714,9746.886,11752.735,11778.404,11195.351,11067.006,10802.982,11015.668,10293.269,9757.887,10403.279,11294.36,10971.664,11554.717,9963.239,9699.215,9240.84,9295.845,10527.957,10861.654,10164.924,11272.358,9900.9,10157.59,10098.918,9277.51,7370.67,9519.532,9493.863,8305.755,8426.766,8005.061,8045.398,7854.714,,,,,
Eswatini,SWZ,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,33.003,3.667,,,11.001,80.674,201.685,227.354,278.692,304.361,366.7,399.703,381.368,370.367,311.695,337.364,333.697,341.031,440.04,447.374,465.709,436.373,436.373,271.358,333.697,440.04,458.375,436.373,436.373,436.373,425.372,326.363,264.024,132.012,484.044,454.708,341.031,564.718,564.718,583.053,535.382,506.046,487.711,399.703,392.369,381.368,385.035,399.703,414.371,381.368,370.367,374.034,520.714,799.406,179.683,231.021,322.696,,,,,
Sint Maarten (Dutch part),SXM,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,
Seychelles,SYC,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Syrian Arab Republic,SYR,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,11.001,11.001,11.001,7.334,11.001,11.001,11.001,3.667,3.667,11.001,3.667,18.335,3.667,11.001,3.667,7.334,11.001,11.001,18.335,11.001,11.001,22.002,25.669,18.335,11.001,3.667,3.667,3.667,3.667,0,0,3.667,3.667,3.667,3.667,14.668,11.001,11.001,11.001,11.001,11.001,11.001,7.334,11.001,11.001,11.001,11.001,11.001,11.001,11.001,11.001,11.001,3.667,3.667,3.667,3.667,3.667,,,,,
Turks and Caicos Islands,TCA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Chad,TCD,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Togo,TGO,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Thailand,THA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,146.68,121.011,150.347,150.347,117.344,146.68,194.351,374.034,348.365,392.369,462.042,528.048,414.371,443.707,612.389,630.724,737.067,630.724,795.739,1540.14,1730.824,1848.168,2577.901,2453.223,2783.253,5984.544,6112.889,7752.038,8283.753,9941.237,13600.903,15632.421,16699.518,18133.315,20546.201,24092.19,30348.092,30436.1,24539.564,27781.192,30109.737,34788.829,35144.528,37667.424,42236.506,41228.081,45291.117,51649.695,56347.122,53021.153,56189.441,62951.389,63354.759,66273.691,60916.204,64671.212,59148.71,,,,,
Tajikistan,TJK,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.085,520.714,113.677,51.338,22.002,62.339,47.671,33.003,44.004,66.006,80.674,106.343,161.348,168.682,176.016,315.362,341.031,308.028,337.364,370.367,704.064,876.413,1481.468,1760.16,2233.203,,,,,
Turkmenistan,TKM,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591.478,359.366,0,0,264.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Timor-Leste,TLS,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Tonga,TON,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Trinidad and Tobago,TTO,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,3.667,0,3.667,3.667,3.667,3.667,3.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Tunisia,TUN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,113.677,135.679,91.675,99.009,106.343,132.012,212.686,359.366,319.029,322.696,363.033,253.023,352.032,275.025,429.039,315.362,289.693,260.357,297.027,374.034,234.688,311.695,187.017,256.69,264.024,253.023,223.687,253.023,308.028,297.027,264.024,271.358,278.692,289.693,264.024,238.355,238.355,260.357,209.019,297.027,278.692,256.69,216.353,62.339,0,0,0,0,0,0,55.005,44.004,0,0,0,0,0,,,,,
Turkiye,TUR,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,11331.03,10630.633,11906.749,12970.179,14370.973,14194.957,15885.444,15045.701,15350.062,16178.804,17495.257,17715.277,18918.053,19259.084,19959.481,21019.244,23644.816,23956.511,20436.191,25045.61,24213.201,27264.145,31169.5,34678.819,38862.866,46838.591,52269.418,55536.715,53769.221,58771.009,65873.988,68910.264,66948.419,62221.656,62386.671,64751.886,73431.675,81939.115,85375.094,78099.766,87215.928,72899.96,76024.244,82327.817,85870.139,87586.295,102518.319,113948.358,114634.087,119459.859,122690.486,130717.549,133288.116,126364.82,138861.956,132983.755,148099.129,,,,,
Tuvalu,TUV,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Tanzania,TZA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,3.667,7.334,11.001,7.334,3.667,3.667,11.001,3.667,11.001,7.334,11.001,11.001,18.335,3.667,7.334,3.667,11.001,11.001,14.668,3.667,3.667,3.667,3.667,11.001,7.334,11.001,11.001,7.334,7.334,7.334,11.001,11.001,11.001,264.024,150.347,113.677,150.347,73.34,121.011,198.018,209.019,205.352,209.019,146.68,172.349,80.674,47.671,73.34,40.337,0,0,216.353,209.019,227.354,652.726,682.062,733.4,,,,,
Uganda,UGA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Ukraine,UKR,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305761.794,270045.214,212399.974,215348.242,186367.941,142884.655,146434.311,144421.128,146529.653,141894.565,143046.003,155414.794,139830.044,140794.465,151476.436,146786.343,143009.333,122397.126,135202.29,139081.976,159771.19,148990.21,117608.024,102859.35,106001.969,,,,,
Uruguay,URY,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,172.349,124.678,110.01,117.344,84.341,110.01,99.009,106.343,88.008,80.674,58.672,95.342,88.008,73.34,77.007,77.007,69.673,66.006,7.334,14.668,11.001,7.334,7.334,3.667,3.667,3.667,3.667,3.667,3.667,0,3.667,3.667,3.667,0,0,0,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,7.334,11.001,3.667,3.667,3.667,3.667,7.334,7.334,7.334,7.334,11.001,,,,,
United States,USA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,918715.512,888169.402,921572.105,987816.46,1050034.449,1091511.886,1133645.716,1164001.142,1140536.009,1158948.016,1169046.934,1108314.08,1125761.666,1211543.797,1197260.832,1152171.4,1275466.941,1290409.966,1368418.057,1415909.374,1461226.16,1489652.744,1438446.756,1518086.662,1587389.295,1628012.321,1589761.844,1682188.579,1760347.017,1798227.127,1781828.303,1765906.189,1787915.523,1830504.061,1842421.811,1840195.942,1910250.31,1963135.784,1974276.13,1986721.928,2070963.919,2038155.27,2060362.622,2056915.642,2104619.645,2123574.368,2094220.033,2111062.564,2078492.27,1842018.441,1911717.11,1828806.24,1626050.476,1652500.547,1650322.349,1452832.397,1323423.967,,,,,
Uzbekistan,UZB,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9699.215,7392.672,7484.347,4213.383,4726.763,3887.02,4059.369,4030.033,4921.114,5053.126,5045.792,3879.686,4587.417,4429.736,4756.099,5038.458,4928.448,5309.816,5155.802,5419.826,5474.831,5691.184,6149.559,5533.503,6094.554,,,,,
St. Vincent and the Grenadines,VCT,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
"Venezuela, RB",VEN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,95.342,113.677,377.701,451.041,531.715,568.385,473.043,597.721,982.756,810.407,924.084,495.045,546.383,982.756,704.064,671.061,539.049,1070.764,374.034,601.388,733.4,271.358,381.368,502.379,634.391,326.363,337.364,399.703,663.727,1026.76,1217.444,1140.437,1232.112,1004.758,762.736,18.335,58.672,124.678,3520.32,132.012,476.71,176.016,66.006,157.681,0,135.679,157.681,403.37,513.38,861.745,755.402,777.404,799.406,795.739,748.068,517.047,469.376,,,,,
British Virgin Islands,VGB,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Virgin Islands (U.S.),VIR,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,5390.49,5559.172,6904.961,6395.248,7000.303,7455.011,7972.058,6780.283,7165.318,7238.658,7293.663,6769.282,5104.464,7356.002,8789.799,12189.108,11400.703,12577.81,12134.103,12625.481,12746.492,13278.207,13542.231,13901.597,11683.062,14851.35,14103.282,16076.128,13960.269,8544.11,11067.006,12005.758,10989.999,8903.476,10920.326,12559.475,14759.675,21543.625,21701.306,20047.489,20733.218,24972.27,27513.501,32001.909,34821.832,39489.923,42779.222,36493.984,43677.637,45525.805,47502.318,59599.751,52309.755,56321.453,70575.082,83259.235,81187.38,,,,,
Vanuatu,VUT,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,11.001,7.334,29.336,14.668,40.337,44.004,7.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Samoa,WSM,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Kosovo,XKX,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5518.835,6266.903,6618.935,6413.583,6054.217,6149.559,5357.487,6156.893,6673.94,,,,,
"Yemen, Rep.",YEM,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.345,238.355,451.041,462.042,473.043,495.045,495.045,355.699,322.696,,,,,
South Africa,ZAF,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,87512.955,90545.564,93336.151,96680.455,102635.663,111190.774,109133.587,112998.605,118568.778,120809.315,123995.938,133533.805,137978.209,137351.152,140460.768,144593.477,151883.473,158726.095,161670.696,180126.707,194218.988,218322.179,230940.326,240019.818,264992.088,273752.551,280521.833,284214.502,293906.383,284185.166,265314.784,277940.265,259880.29,289960.691,299443.553,319791.736,324375.486,333568.655,326087.975,337022.969,338159.739,337969.055,325794.615,357734.185,384400.609,377026.272,382332.421,392490.011,418639.388,413014.21,407253.353,400810.434,398342.543,392644.025,412746.519,386773.158,399603.991,,,,,
Zambia,ZMB,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,2753.917,3223.293,2838.258,3681.668,3329.636,2889.596,2438.555,2174.531,2339.546,2251.538,1987.514,1859.169,1796.83,1591.478,1404.461,1342.122,1353.123,1133.103,1353.123,1012.092,1129.436,1107.434,1224.778,1026.76,1382.459,876.413,832.409,839.743,872.746,883.747,839.743,330.03,421.705,484.044,462.042,278.692,289.693,300.694,304.361,322.696,238.355,315.362,132.012,293.36,315.362,407.037,381.368,267.691,348.365,458.375,484.044,484.044,854.411,,,,,
Zimbabwe,ZWE,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,3186.623,3406.643,4994.454,4180.38,4961.451,5196.139,6556.596,7011.304,6299.906,7190.987,6802.285,5874.534,8947.48,7363.336,7389.005,7744.704,7719.035,7220.323,7073.643,8342.425,7770.373,8056.399,10857.987,13010.516,13413.886,13622.905,13428.554,12783.162,13523.896,12566.809,13564.233,10619.632,10505.955,9501.197,9739.552,10608.631,10131.921,9548.868,9130.83,8192.078,7425.675,8481.771,8192.078,7814.377,5962.542,3582.659,5643.513,5859.866,3439.646,7066.309,7737.37,8041.731,7069.976,,,,,
